experiment,model,layer,source,target,direction,delta_auc,delta_auc_ci_high,delta_auc_ci_low,delta_auc_p,delta_n_boot_valid,meta_gt_auc,meta_gt_auc_ci_high,meta_gt_auc_ci_low,meta_gt_auc_p,meta_gt_n_boot_valid,meta_mj_auc,meta_mj_auc_ci_high,meta_mj_auc_ci_low,meta_mj_auc_p,meta_mj_n_boot_valid,model_label,n_B,n_C,n_questions,sample_size,source_empty_quadrants,source_label,target_label,truth_gt_auc,truth_gt_auc_ci_high,truth_gt_auc_ci_low,truth_gt_auc_p,truth_gt_n_boot_valid,truth_mj_auc,truth_mj_auc_ci_high,truth_mj_auc_ci_low,truth_mj_auc_p,truth_mj_n_boot_valid
OOD,llama31_8b,26,movies,mmlu,movies->mmlu,0.4399694598205765,0.6998528699098954,0.12808030985867952,0.005,1000,0.28249665966787557,0.4306287515867498,0.15483603988438635,0.992,1000,0.7175033403321245,0.8435317524161945,0.5616518329295928,0.001,1000,Llama-3.1-8B,13,403,252,416,,Movies source,MMLU,0.277533880511548,0.42945387224485354,0.14629421201146672,0.996,1000,0.722466119488452,0.8526393537088723,0.5763620876512521,0.003,1000
OOD,llama31_8b,27,math,mmlu,math->mmlu,0.46821912578736397,0.7359863441862687,0.16881491487368358,0.003,1000,0.2529108608513075,0.41461527703186535,0.12717255967647817,0.999,1000,0.7470891391486925,0.877913348980421,0.5949945342210923,0.001,1000,Llama-3.1-8B,13,403,252,416,,Math source,MMLU,0.2788700133613285,0.41599606703146363,0.14500599873883172,0.997,1000,0.7211299866386714,0.8562052544211425,0.5551161189784556,0.004,1000
OOD,llama31_8b,27,movies,mmlu,movies->mmlu,0.444932238976904,0.7055594329841897,0.1542145635895635,0.007,1000,0.2830692880320672,0.43410344912905774,0.1505371589052365,0.996,1000,0.7169307119679328,0.8602711192765058,0.5673641931525203,0.008,1000,Llama-3.1-8B,13,403,252,416,,Movies source,MMLU,0.2719984729910288,0.4080161839544978,0.14631736818815116,0.999,1000,0.7280015270089711,0.8511918614848536,0.590041133129924,0.003,1000
OOD,llama31_8b,28,math,mmlu,math->mmlu,0.48864287077686586,0.7324876313601357,0.18556983364819482,0.0,1000,0.23764077113953044,0.39835084052458775,0.12507635197970104,0.997,1000,0.7623592288604696,0.8796860007177052,0.6160789728682171,0.001,1000,Llama-3.1-8B,13,403,252,416,,Math source,MMLU,0.27371635808360373,0.43183035096950767,0.1417732524316172,0.992,1000,0.7262836419163963,0.8675948844884488,0.5762290221323301,0.002,1000
OOD,llama31_8b,28,movies,mmlu,movies->mmlu,0.4644016033594197,0.7249396162693306,0.18112043068438416,0.001,1000,0.2672265699560985,0.4248792007128305,0.13436254733702072,0.993,1000,0.7327734300439015,0.8702889605232876,0.580639470646438,0.001,1000,Llama-3.1-8B,13,403,252,416,,Movies source,MMLU,0.2683718266844818,0.4041796996251283,0.13944624369845565,0.999,1000,0.7316281733155182,0.8540898737212277,0.5896764202923952,0.001,1000
OOD,llama31_8b,29,math,mmlu,math->mmlu,0.4424508493987402,0.7217353015380733,0.10339641330413935,0.008,1000,0.25520137430807405,0.426099549665721,0.12495769876962609,0.996,1000,0.7447986256919259,0.8714016668183334,0.5840908354922281,0.004,1000,Llama-3.1-8B,13,403,252,416,,Math source,MMLU,0.3023477762931857,0.4644768130669313,0.16147717146721885,0.993,1000,0.6976522237068142,0.8387482677383591,0.5337282370575349,0.01,1000
OOD,llama31_8b,29,movies,mmlu,movies->mmlu,0.42698988356556594,0.7113790122916864,0.12347208085395131,0.002,1000,0.2784882611185341,0.4344084127924624,0.12989717951233068,0.998,1000,0.7215117388814659,0.863640034588527,0.5551383461554117,0.008,1000,Llama-3.1-8B,13,403,252,416,,Movies source,MMLU,0.29452185531589997,0.45154309197242637,0.15865743220696196,0.994,1000,0.7054781446841,0.843330644216815,0.5478608197852675,0.004,1000
OOD,llama31_8b,30,math,mmlu,math->mmlu,0.4008398549341477,0.6792336653459534,0.0892135416666666,0.011,1000,0.2863141820958198,0.4496367575237012,0.1553064207222422,0.996,1000,0.7136858179041802,0.856958415017426,0.5500771567327627,0.008,1000,Llama-3.1-8B,13,403,252,416,,Math source,MMLU,0.3128459629700325,0.48349461306004465,0.16935825679295827,0.986,1000,0.6871540370299676,0.8352362193349222,0.5099548964350927,0.022,1000
OOD,llama31_8b,30,movies,mmlu,movies->mmlu,0.38671502195075397,0.682710961125514,0.05782147335314616,0.017,1000,0.2874594388242031,0.4441222816833586,0.14422897452788758,0.991,1000,0.7125405611757969,0.8584197312588402,0.5335571161672967,0.012,1000,Llama-3.1-8B,13,403,252,416,,Movies source,MMLU,0.3258255392250429,0.4970272633772939,0.18176725286437515,0.977,1000,0.674174460774957,0.8173293902966958,0.5054940990232866,0.021,1000
OOD,llama31_8b,31,math,mmlu,math->mmlu,0.3888146592861233,0.6622523919753086,0.061470094731110744,0.012,1000,0.300820767322008,0.4528320861869833,0.1574752896664768,0.993,1000,0.699179232677992,0.8408951822916667,0.5431806090625574,0.01,1000,Llama-3.1-8B,13,403,252,416,,Math source,MMLU,0.3103645733918687,0.4744465595036661,0.18440998656515897,0.988,1000,0.6896354266081314,0.8365462696833125,0.5211816101393006,0.014,1000
OOD,llama31_8b,31,movies,mmlu,movies->mmlu,0.3682000381752243,0.6538730355665838,0.05610171203859449,0.011,1000,0.29986638671502197,0.46610861762848826,0.17065332748983786,0.988,1000,0.700133613284978,0.8339218324486152,0.5379509675330744,0.011,1000,Llama-3.1-8B,13,403,252,416,,Movies source,MMLU,0.33193357510975374,0.48579526211105156,0.1987426679063788,0.981,1000,0.6680664248902463,0.8188036997551922,0.5028458325577067,0.02,1000
OOD,qwen25_14b,0,math,mmlu,math->mmlu,-0.03637080867850101,0.1038692597495163,-0.18516011911587252,0.675,1000,0.5349901380670612,0.6184905459501086,0.45579987664123617,0.197,1000,0.46500986193293886,0.541886896324795,0.3850844323452995,0.796,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5013806706114399,0.5750122782773981,0.4243156783248135,0.487,1000,0.4986193293885602,0.5698943073808375,0.42560199674141336,0.517,1000
OOD,qwen25_14b,0,movies,mmlu,movies->mmlu,0.0183037475345168,0.13023242652738531,-0.08510576027897722,0.331,1000,0.5052465483234714,0.580505203511065,0.42304552678015195,0.463,1000,0.4947534516765286,0.5739505513187934,0.4169294889350711,0.558,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.4764497041420118,0.5546133675936579,0.3964607742468895,0.707,1000,0.5235502958579882,0.6022887965059665,0.44138145514616106,0.294,1000
OOD,qwen25_14b,1,math,mmlu,math->mmlu,-0.03360946745562127,0.11400630000344847,-0.17645165217249686,0.666,1000,0.5316765285996056,0.6189739612409443,0.4537782897249809,0.208,1000,0.4683234714003945,0.54446156308716,0.3946924711096257,0.805,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5019329388560158,0.5802160138248847,0.4284837312299545,0.489,1000,0.49806706114398425,0.5699133095690254,0.4262933104951661,0.521,1000
OOD,qwen25_14b,1,movies,mmlu,movies->mmlu,-0.008757396449704136,0.08339085723028497,-0.1001546185855025,0.532,1000,0.5347534516765285,0.6111839065867686,0.4660368388937833,0.199,1000,0.4652465483234714,0.5470047442953789,0.39134573114781446,0.792,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.47400394477317553,0.554211643543683,0.3946940560062917,0.727,1000,0.5259960552268245,0.6024880851124027,0.44584828477998684,0.265,1000
OOD,qwen25_14b,2,math,mmlu,math->mmlu,-0.022721893491124245,0.11915565477163942,-0.18496068396589563,0.652,1000,0.5231558185404339,0.5949484132114384,0.44938034128228094,0.289,1000,0.4768441814595661,0.5540755011703413,0.3982405971562087,0.727,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.49956607495069033,0.5824670273090183,0.4086763972055888,0.527,1000,0.5004339250493096,0.5836282516636419,0.4215573382389468,0.485,1000
OOD,qwen25_14b,2,movies,mmlu,movies->mmlu,0.03936883629191318,0.07235998846218798,0.009384037996228351,0.004,1000,0.5191321499013807,0.6044752906976744,0.44446137603692165,0.276,1000,0.4808678500986193,0.5603635254392212,0.4008998525909547,0.665,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.44149901380670614,0.526549481515235,0.359290337450452,0.928,1000,0.5585009861932939,0.6411737401819737,0.47748196117109637,0.074,1000
OOD,qwen25_14b,3,math,mmlu,math->mmlu,-0.018934911242603547,0.12069914556498823,-0.17675132325296095,0.605,1000,0.5174753451676528,0.5985352167519522,0.44662264805435603,0.313,1000,0.48252465483234713,0.5556369138992094,0.4066504105261196,0.68,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5014595660749507,0.5808853798369554,0.42554334406870636,0.488,1000,0.4985404339250493,0.5769466911764706,0.4164919265412443,0.527,1000
OOD,qwen25_14b,3,movies,mmlu,movies->mmlu,0.005917159763313529,0.041584675883547716,-0.028551531799162068,0.384,1000,0.4887573964497041,0.5738694233118937,0.3988897433362795,0.61,1000,0.5112426035502958,0.5939504163930923,0.4254649573899444,0.401,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.5053254437869823,0.5899958886835652,0.4228453976177965,0.457,1000,0.49467455621301776,0.5761583402575821,0.40842261904761906,0.541,1000
OOD,qwen25_14b,4,math,mmlu,math->mmlu,-0.050414201183431984,0.10496566171630047,-0.21061354491324366,0.722,1000,0.5045364891518738,0.5859009203826634,0.43302853997974,0.45,1000,0.49546351084812623,0.5708272869252441,0.42136992007930557,0.52,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5458777120315582,0.6274846908986336,0.4651380346491161,0.147,1000,0.45412228796844184,0.5354746786807209,0.3718385750962773,0.86,1000
OOD,qwen25_14b,4,movies,mmlu,movies->mmlu,0.029980276134122352,0.10373242391531431,-0.03302349744159377,0.181,1000,0.46122287968441816,0.5421410970563648,0.38410533245037287,0.832,1000,0.5387771203155819,0.6113348951501698,0.46426562451136755,0.147,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.5087968441814595,0.5955344454119368,0.42170696448328027,0.449,1000,0.49120315581854046,0.5735004691531784,0.40906901161718606,0.59,1000
OOD,qwen25_14b,5,math,mmlu,math->mmlu,-0.016725838264299853,0.11434283160052572,-0.16572746258266616,0.61,1000,0.4795266272189349,0.5509959325959195,0.4046808566686863,0.697,1000,0.5204733727810651,0.5936478729992057,0.4454350649350649,0.288,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5371992110453649,0.610173250178527,0.46455831274759013,0.185,1000,0.4628007889546351,0.5436921698296702,0.3873608073517857,0.825,1000
OOD,qwen25_14b,5,movies,mmlu,movies->mmlu,0.04686390532544382,0.14939332737548855,-0.048744639376218375,0.173,1000,0.4385798816568047,0.5164599728587124,0.3600752510957899,0.935,1000,0.5614201183431953,0.6323767225421637,0.48051635543943233,0.056,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.5145562130177515,0.5895160665690575,0.4348858369160364,0.366,1000,0.4854437869822485,0.5634952154514501,0.4077639207960447,0.622,1000
OOD,qwen25_14b,6,math,mmlu,math->mmlu,-0.08828402366863908,0.04602178361948551,-0.22861146187469644,0.906,1000,0.5258382642998027,0.5919280528667163,0.46130536910989267,0.259,1000,0.47416173570019726,0.5426424058445711,0.40168747374215885,0.778,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5624457593688363,0.6376575423934125,0.4868719936971987,0.042,1000,0.4375542406311637,0.506141009068976,0.3596344817228102,0.957,1000
OOD,qwen25_14b,6,movies,mmlu,movies->mmlu,-0.04118343195266272,0.03335587983255198,-0.10778889183300953,0.878,1000,0.4877317554240631,0.5627289131121354,0.40506969028294104,0.637,1000,0.5122682445759369,0.5917880122788093,0.42739321592599655,0.38,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.5534516765285996,0.6314151408933796,0.473002657681243,0.099,1000,0.4465483234714004,0.5256622563682833,0.371582620473339,0.904,1000
OOD,qwen25_14b,7,math,mmlu,math->mmlu,-0.07416173570019724,0.061800208408323766,-0.2155586353398854,0.863,1000,0.5255226824457594,0.6002293951709494,0.45101806917742987,0.241,1000,0.4744773175542406,0.5524386603078171,0.3945908036780649,0.779,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5486390532544378,0.6257347789591649,0.480024684720514,0.087,1000,0.45136094674556215,0.5241206989411215,0.37890808868361686,0.899,1000
OOD,qwen25_14b,7,movies,mmlu,movies->mmlu,-0.025404339250493124,0.07778847112847392,-0.12846060842741397,0.688,1000,0.5051676528599606,0.581765322281838,0.4295333323190561,0.442,1000,0.49483234714003943,0.5718866146852738,0.42122285477079996,0.557,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.5202366863905326,0.5939540919156518,0.44743206222647675,0.311,1000,0.47976331360946745,0.5535175229350466,0.4118320520762189,0.687,1000
OOD,qwen25_14b,8,math,mmlu,math->mmlu,-0.015779092702169595,0.11792158076012008,-0.15131510371208987,0.581,1000,0.4932544378698225,0.5692327065843336,0.42006680261140356,0.579,1000,0.5067455621301775,0.5769523905418059,0.4375640975173909,0.454,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5225246548323471,0.5982832068882467,0.4443951628631844,0.288,1000,0.4774753451676529,0.5540710635769458,0.3997281171254352,0.719,1000
OOD,qwen25_14b,8,movies,mmlu,movies->mmlu,0.038816568047337296,0.1563201492840047,-0.082222984102189,0.27,1000,0.4680078895463511,0.5459487606458768,0.39590581519929346,0.799,1000,0.5319921104536489,0.6070333834806543,0.4571384122699912,0.195,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.4931755424063116,0.5675269883004864,0.4156834679548094,0.572,1000,0.5068244575936883,0.583270753935377,0.4266016701557666,0.412,1000
OOD,qwen25_14b,9,math,mmlu,math->mmlu,0.009388560157790993,0.17359132012129083,-0.14576814652968767,0.47,1000,0.46745562130177515,0.5519128036338654,0.39291575711453347,0.798,1000,0.5325443786982249,0.6129327187482814,0.45225401446919794,0.226,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5231558185404339,0.5990239800182021,0.4442666176470588,0.278,1000,0.4768441814595661,0.5586775021456394,0.4018818860877685,0.722,1000
OOD,qwen25_14b,9,movies,mmlu,movies->mmlu,-0.016962524654832334,0.11966814382026807,-0.14220314613490004,0.602,1000,0.5065877712031558,0.5844840369615896,0.4185437082351445,0.424,1000,0.49341222879684415,0.5700823120649424,0.4147635233862281,0.581,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.5103747534516765,0.5933283662720353,0.41966386480864676,0.437,1000,0.48962524654832346,0.5714281260906267,0.4084298434645499,0.6,1000
OOD,qwen25_14b,10,math,mmlu,math->mmlu,-0.02280078895463511,0.11727578386846063,-0.16542657185369733,0.621,1000,0.4775542406311637,0.5610000634278254,0.3958127542868228,0.697,1000,0.5224457593688363,0.6108168797540056,0.44350033755712504,0.282,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5452465483234714,0.6179757032894179,0.47163804969828854,0.127,1000,0.4547534516765286,0.522837502737883,0.3823158386161482,0.901,1000
OOD,qwen25_14b,10,movies,mmlu,movies->mmlu,0.02098619329388557,0.16004896421845563,-0.12625924177037537,0.408,1000,0.5185798816568047,0.602556393264013,0.4382700007346459,0.297,1000,0.48142011834319526,0.5597398112190333,0.4065892351194524,0.681,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.4604339250493097,0.5462430317530196,0.38202224992585726,0.833,1000,0.5395660749506903,0.6202136439015478,0.4591793237175348,0.16,1000
OOD,qwen25_14b,11,math,mmlu,math->mmlu,0.04386587771203154,0.17227734523090352,-0.09131723321565244,0.273,1000,0.442051282051282,0.5147199609010271,0.3656423385566671,0.937,1000,0.5579487179487179,0.6382157544890609,0.4807490409219737,0.067,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5140828402366864,0.5903065975888073,0.4370001259206701,0.355,1000,0.4859171597633136,0.5574369312128109,0.40697738394019073,0.672,1000
OOD,qwen25_14b,11,movies,mmlu,movies->mmlu,0.03889546351084816,0.18544464936394195,-0.11094457039798229,0.312,1000,0.5176331360946745,0.6007512061581828,0.42939694159499175,0.35,1000,0.48236686390532546,0.5684225187704753,0.4017055912776069,0.659,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.4434714003944773,0.5208575029092549,0.3539782388138778,0.914,1000,0.5565285996055227,0.6387939751221001,0.476325701468749,0.096,1000
OOD,qwen25_14b,12,math,mmlu,math->mmlu,-0.007968441814595661,0.1448552407248209,-0.15366134623718045,0.535,1000,0.47834319526627217,0.5652333922792032,0.3904606598184914,0.701,1000,0.5216568047337278,0.6132605494103309,0.43867312834224603,0.301,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5296252465483234,0.6106426082363848,0.4506799772413415,0.248,1000,0.4703747534516765,0.552251868770764,0.4011577033637541,0.776,1000
OOD,qwen25_14b,12,movies,mmlu,movies->mmlu,0.051360946745562075,0.2108917435452882,-0.11588598225473995,0.265,1000,0.4893885601577909,0.5717774320715301,0.41121762290394875,0.623,1000,0.510611439842209,0.5943345279288186,0.43233540095509715,0.408,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.45925049309664695,0.5450693116960558,0.3708726479973592,0.82,1000,0.5407495069033531,0.6287194176781072,0.4550938055456244,0.192,1000
OOD,qwen25_14b,13,math,mmlu,math->mmlu,-0.01680473372781055,0.14923270028844723,-0.18447565926666457,0.568,1000,0.48205128205128206,0.5712108379421157,0.38539066232680363,0.687,1000,0.517948717948718,0.6071873322317362,0.43375752070577966,0.325,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5347534516765285,0.6194542552750487,0.450347274963503,0.221,1000,0.4652465483234714,0.5530894849160928,0.38109581074229915,0.774,1000
OOD,qwen25_14b,13,movies,mmlu,movies->mmlu,-0.007810650887573989,0.17088957698987642,-0.17849694787470471,0.505,1000,0.5177909270216963,0.600390096082779,0.4317957746478873,0.363,1000,0.48220907297830373,0.5716499880012005,0.39548447464820274,0.659,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.4900197238658777,0.5803091461611015,0.3935732619443075,0.605,1000,0.5099802761341223,0.6073578928168967,0.42461350992756014,0.405,1000
OOD,qwen25_14b,14,math,mmlu,math->mmlu,0.04205128205128206,0.2115403678447156,-0.11536412251162857,0.287,1000,0.44844181459566074,0.5268929221196378,0.36061195089382964,0.898,1000,0.5515581854043392,0.6401817908884161,0.4700472066167291,0.102,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5095069033530572,0.5860988999610514,0.42623609811913044,0.403,1000,0.4904930966469428,0.5695916824263545,0.4100385610834527,0.589,1000
OOD,qwen25_14b,14,movies,mmlu,movies->mmlu,0.09341222879684413,0.2606944048636839,-0.05047874458480187,0.102,1000,0.46130177514792897,0.5375631765125874,0.3870725340294611,0.828,1000,0.538698224852071,0.6228644764654329,0.4627294068339677,0.152,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.44528599605522684,0.5325922037728272,0.3638602691765704,0.903,1000,0.5547140039447732,0.6376826955374771,0.47607380467785526,0.096,1000
OOD,qwen25_14b,15,math,mmlu,math->mmlu,-0.006706114398422169,0.16587805168040584,-0.15897729442654257,0.513,1000,0.48962524654832346,0.5781652980074986,0.3979376410851581,0.583,1000,0.5103747534516765,0.602691566388182,0.42232413708336014,0.375,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5170808678500987,0.6054065100987708,0.4267543247328769,0.351,1000,0.4829191321499014,0.5692013508632499,0.39210645520142445,0.627,1000
OOD,qwen25_14b,15,movies,mmlu,movies->mmlu,-0.06240631163708088,0.1133703907854921,-0.2436060842226636,0.755,1000,0.5211045364891519,0.6019215398365678,0.43106483556363795,0.33,1000,0.4788954635108481,0.561586796815706,0.38836994596555624,0.684,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.541301775147929,0.630838774909519,0.4466741153205359,0.212,1000,0.458698224852071,0.5491356219211823,0.37281461943525895,0.825,1000
OOD,qwen25_14b,16,math,mmlu,math->mmlu,0.015621301775147867,0.18044369435759156,-0.16087713475904586,0.417,1000,0.48370808678500987,0.5695345261441471,0.39917160802323226,0.655,1000,0.5162919132149901,0.6030738345187806,0.43081127887917114,0.346,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5006706114398423,0.5835435778086812,0.41364292104124883,0.495,1000,0.4993293885601578,0.5895141009932471,0.4169762747232807,0.517,1000
OOD,qwen25_14b,16,movies,mmlu,movies->mmlu,-0.02122287968441816,0.1463656855797484,-0.1968487661763524,0.613,1000,0.49893491124260353,0.5838738108522651,0.4173865575754501,0.495,1000,0.5010650887573964,0.5845024132706961,0.41361555540137374,0.457,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.5222879684418146,0.6100976265927246,0.43279787592141145,0.329,1000,0.4777120315581854,0.5643292730056758,0.391571101042932,0.702,1000
OOD,qwen25_14b,17,math,mmlu,math->mmlu,0.018145956607495073,0.16776045731361597,-0.14032608673671612,0.381,1000,0.4758185404339251,0.5555058419841028,0.39288809182209466,0.721,1000,0.524181459566075,0.6073745113100387,0.44049365311886096,0.283,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5060355029585799,0.585977457253174,0.42503183841557757,0.449,1000,0.4939644970414201,0.5739361846211827,0.4170347398344826,0.558,1000
OOD,qwen25_14b,17,movies,mmlu,movies->mmlu,-0.014595660749506911,0.1507714375950196,-0.1670614149492109,0.548,1000,0.49696252465483237,0.5783506738876539,0.4171300474998197,0.55,1000,0.5030374753451676,0.5777294876448603,0.4234321459315348,0.46,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.5176331360946745,0.594107166455693,0.42910049325786814,0.349,1000,0.48236686390532546,0.5710513154870392,0.3971401285471744,0.653,1000
OOD,qwen25_14b,18,math,mmlu,math->mmlu,-0.02414201183431952,0.11404006704445684,-0.16870331805197147,0.622,1000,0.48615384615384616,0.5675400220632216,0.40222416866433097,0.646,1000,0.5138461538461538,0.6013088167959492,0.43514971084940407,0.352,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5379881656804734,0.6126064539843884,0.4585497516763457,0.188,1000,0.46201183431952664,0.5363226887140399,0.39400881442255803,0.827,1000
OOD,qwen25_14b,18,movies,mmlu,movies->mmlu,-0.08220907297830377,0.06045726078950618,-0.245920696217643,0.874,1000,0.5289940828402366,0.6021693573119908,0.4540790135069136,0.254,1000,0.4710059171597633,0.5467354660550685,0.39384946162434853,0.766,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.5532149901380671,0.6324752322559118,0.4780597716156506,0.074,1000,0.4467850098619329,0.5219777176936987,0.3657367531604135,0.916,1000
OOD,qwen25_14b,19,math,mmlu,math->mmlu,-0.035581854043392536,0.11349718535096287,-0.183507847438034,0.681,1000,0.48788954635108484,0.5679657797241081,0.4090069762295756,0.637,1000,0.5121104536489152,0.5910054974734746,0.4295573455983635,0.379,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.5476923076923077,0.6211255047227467,0.47561741367816757,0.108,1000,0.4523076923076923,0.5330027790861638,0.3778347597582002,0.864,1000
OOD,qwen25_14b,19,movies,mmlu,movies->mmlu,-0.06043392504930972,0.084239983043606,-0.20667721429926908,0.769,1000,0.5196844181459566,0.5995935521068276,0.43938722465799246,0.325,1000,0.4803155818540434,0.5546124849939976,0.40060642418496184,0.673,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.5407495069033531,0.6111385046276538,0.45832680722891567,0.185,1000,0.45925049309664695,0.5353544341797571,0.3856605551460734,0.844,1000
OOD,qwen25_14b,20,math,mmlu,math->mmlu,0.06272189349112428,0.20462955622874648,-0.08011904292154562,0.192,1000,0.4634319526627219,0.5425484100757831,0.391665069087243,0.826,1000,0.5365680473372781,0.6133419066256639,0.45575853725508675,0.195,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.47384615384615386,0.5514398200848573,0.39439952395099453,0.748,1000,0.5261538461538462,0.6071983578392947,0.44736132545722246,0.256,1000
OOD,qwen25_14b,20,movies,mmlu,movies->mmlu,-0.0890729783037475,0.06216435574522276,-0.2330446379264205,0.896,1000,0.5222879684418146,0.5916808486067598,0.45081478406593223,0.275,1000,0.4777120315581854,0.546983299144334,0.40838929570092225,0.729,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.5667850098619329,0.6403275167736006,0.4953528152489066,0.037,1000,0.4332149901380671,0.5074427375509106,0.3543177564872218,0.967,1000
OOD,qwen25_14b,21,math,mmlu,math->mmlu,0.12899408284023667,0.266773700493029,-0.02057210628282655,0.045,1000,0.39976331360946743,0.4729793343095466,0.3311180419958882,0.997,1000,0.6002366863905325,0.6761165720390719,0.5235912311019484,0.007,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.47124260355029585,0.5401856707866962,0.39700484783278256,0.805,1000,0.5287573964497041,0.6062417942322207,0.4513452592990491,0.212,1000
OOD,qwen25_14b,21,movies,mmlu,movies->mmlu,0.10114398422090731,0.24100327515711967,-0.04477411738752485,0.09,1000,0.41972386587771204,0.4930688399390124,0.3469059660479779,0.984,1000,0.580276134122288,0.6599601557531889,0.5051420267368544,0.02,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.47913214990138064,0.554734634585834,0.4061908804268736,0.713,1000,0.5208678500986194,0.5962089262834712,0.4456977540118464,0.288,1000
OOD,qwen25_14b,22,math,mmlu,math->mmlu,0.19408284023668643,0.34987774102924635,0.04418736179587359,0.012,1000,0.3755424063116371,0.4545513069721647,0.29984127772288127,0.999,1000,0.624457593688363,0.7044286576132242,0.5465256253346477,0.001,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.43037475345167653,0.508914870009185,0.35206293784876563,0.954,1000,0.5696252465483235,0.6437095391692197,0.49059204291851305,0.048,1000
OOD,qwen25_14b,22,movies,mmlu,movies->mmlu,0.13214990138067056,0.26536196252362937,-0.006052957335698647,0.031,1000,0.3758579881656805,0.44847753003110674,0.30807534356637045,1.0,1000,0.6241420118343195,0.6974824731636401,0.5535819131400065,0.0,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.49199211045364893,0.5625370143225294,0.421033080179322,0.575,1000,0.5080078895463511,0.5759447674418605,0.43905066631687767,0.419,1000
OOD,qwen25_14b,23,math,mmlu,math->mmlu,0.2721104536489152,0.43467728925745713,0.12837411850705197,0.001,1000,0.34240631163708085,0.42081942944346823,0.2633462410499819,1.0,1000,0.6575936883629191,0.7367696910826123,0.5731285959733341,0.0,1000,Qwen2.5-14B,169,75,205,244,,Math source,MMLU,0.3854832347140039,0.464372059425229,0.3103667525937509,0.995,1000,0.6145167652859961,0.6939258265591138,0.5345402046023243,0.001,1000
OOD,qwen25_14b,23,movies,mmlu,movies->mmlu,0.16512820512820514,0.3015048396854204,0.039163750066622836,0.004,1000,0.3560552268244576,0.4263996282722545,0.291161898019747,1.0,1000,0.6439447731755424,0.7096856828034838,0.5710486986667597,0.0,1000,Qwen2.5-14B,169,75,205,244,,Movies source,MMLU,0.4788165680473373,0.5503911653105931,0.4050704173783725,0.707,1000,0.5211834319526627,0.5941205209491953,0.45270195007247316,0.262,1000
